OBJECTID,ASSETID,ID,Location,TOOLTIP,NLA_URL
155,1467,59157,ELDRIDGE AV AT SAYRE ST,ELDRIDGE AV AT SAYRE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59157
156,1481,59388,DRONFIELD AV N/O BEAVER ST,DRONFIELD AV N/O BEAVER ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59388
157,1486,57298,OSBORNE  ST  AT  WOODMAN  AV,OSBORNE  ST  AT  WOODMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57298
158,1089,46043,HAYVENHURST AV  S/O  CALNEVA  DR,HAYVENHURST AV  S/O  CALNEVA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46043
159,1100,46065,ALGINET  DR  W/O  CALNEVA  DR,ALGINET  DR  W/O  CALNEVA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46065
160,1120,46144,VENTURA  BL  AT  HAYVENHURST  AV,VENTURA  BL  AT  HAYVENHURST  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46144
161,1125,46236,VAN NUYS  BL  AT  VENTURA  BL,VAN NUYS  BL  AT  VENTURA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46236
162,1130,45514,GENTRY AV AT KITTRIDGE ST,GENTRY AV AT KITTRIDGE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45514
163,1138,46188,PETIT AV W/O OAK VIEW  DR,PETIT AV W/O OAK VIEW  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46188
164,1153,48621,NOBLE AV AT SYLVAN ST,NOBLE AV AT SYLVAN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48621
165,1155,51682,EMPRESS   AV S/O  OAK VIEW DR,EMPRESS   AV S/O  OAK VIEW DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=51682
166,1157,52590,VANALDEN  AV  N/O  DEVONSHIRE  ST,VANALDEN  AV  N/O  DEVONSHIRE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=52590
167,1159,50903,OSCEOLA  ST  AT  NEWGARD  AV,OSCEOLA  ST  AT  NEWGARD  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50903
168,1169,50974,RINALDI ST AT HAYVENHURST AV,RINALDI ST AT HAYVENHURST AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50974
169,1177,51059,HAGAR  ST  AT  SHARP  AV,HAGAR  ST  AT  SHARP  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=51059
170,1811,77050,BRAND  BL  AT  COLUMBUS  AV,BRAND  BL  AT  COLUMBUS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77050
171,1812,74977,FIGUEROA  ST  N/O TEMPLE  ST,FIGUEROA  ST  N/O TEMPLE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=74977
172,1813,15529,FIGUEROA  ST  AT  DIAMOND  ST,FIGUEROA  ST  AT  DIAMOND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15529
173,1823,75406,BERKELEY  AV  AT  GLENDALE  BL,BERKELEY  AV  AT  GLENDALE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75406
174,1824,75411,MONTANA  ST  AT  GLENDALE  BL,MONTANA  ST  AT  GLENDALE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75411
175,1825,75413,SCOTT  AV  AT  GLENDALE  BL,SCOTT  AV  AT  GLENDALE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75413
176,1848,19669,PENMAR  AV  AT  ROSE  AV,PENMAR  AV  AT  ROSE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19669
177,1852,69892,WILSHIRE  BL  AT  WILTON  PL,WILSHIRE  BL  AT  WILTON  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69892
178,1857,20713,PALMS  BL  AT  WADE  ST,PALMS  BL  AT  WADE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20713
179,1512,62754,BROMONT AV AT COMETA AV,BROMONT AV AT COMETA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62754
180,1561,64571,LASSEN ST AT MASON AV,LASSEN ST AT MASON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64571
181,1598,66043,BEVERLYCREST DR  E/O  LINDACREST DR,BEVERLYCREST DR  E/O  LINDACREST DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66043
182,1621,66918,PACIFIC COAST HWY AT  ISLAND AV,PACIFIC COAST HWY AT  ISLAND AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66918
183,1625,65277,DE SOTO AV N/O DEVONSHIRE ST,DE SOTO AV N/O DEVONSHIRE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65277
184,1627,66968,CULVER  BL  AT  INGLEWOOD  BL,CULVER  BL  AT  INGLEWOOD  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66968
185,1654,67683,FOOTHILL  BL   AT   HUBBARD  ST,FOOTHILL  BL   AT   HUBBARD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67683
186,1661,3563,CENTURY  BL  AT  AVALON  BL,CENTURY  BL  AT  AVALON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3563
187,1690,21896,SUNSET BL AT WESTGATE AV,SUNSET BL AT WESTGATE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21896
188,1697,74685,VENICE  BL  AT  FIGUEROA  ST,VENICE  BL  AT  FIGUEROA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=74685
189,1749,76849,GULANA  AV  AT  MANCHESTER  AV,GULANA  AV  AT  MANCHESTER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=76849
190,1751,8315,5TH  AV  AT  36TH  ST,5TH  AV  AT  36TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=8315
191,1759,14367,9TH  ST  AT  SAN  JULIAN  ST,9TH  ST  AT  SAN  JULIAN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14367
192,1773,40831,WEDDINGTON ST AT AGNES AV,WEDDINGTON ST AT AGNES AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40831
193,1791,79796,COLORADO  BL  W/O  LINDA ROSA  AV,COLORADO  BL  W/O  LINDA ROSA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=79796
194,1792,79798,TOWNSEND  AV  AT  LAS  FLORES  DR,TOWNSEND  AV  AT  LAS  FLORES  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=79798
195,2025,29124,PICO  BL  AT  BEVERLY  DR,PICO  BL  AT  BEVERLY  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29124
196,2027,3449,AVALON  BL  AT  92ND  ST,AVALON  BL  AT  92ND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3449
197,2080,32229,HOOVER  ST  AT  BELLEVUE  AV,HOOVER  ST  AT  BELLEVUE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32229
198,2084,81594,LORENA  ST  AT  WHITTIER  BL,LORENA  ST  AT  WHITTIER  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=81594
199,2095,69887,WILSHIRE  BL  AT  BRONSON  AV,WILSHIRE  BL  AT  BRONSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69887
200,2096,69920,WILSHIRE  BL  AT  ARDEN  BL,WILSHIRE  BL  AT  ARDEN  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69920
201,2098,11430,ADAMS  BL  AT  WEST VIEW  ST,ADAMS  BL  AT  WEST VIEW  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11430
202,2125,16177,1ST  ST  E/O  LORENA  ST,1ST  ST  E/O  LORENA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16177
203,2126,16524,BOYLE  AV  AT  6TH  ST,BOYLE  AV  AT  6TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16524
204,2144,16084,4TH  ST  AT  STATE  ST,4TH  ST  AT  STATE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16084
205,2147,21200,HOOVER  ST  AT  98TH  ST,HOOVER  ST  AT  98TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21200
206,2150,78799,WILMINGTON  AV  AT  CENTURY  BL,WILMINGTON  AV  AT  CENTURY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=78799
207,2167,81525,WESTERN  AV  AT  106TH  ST,WESTERN  AV  AT  106TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=81525
208,2207,24027,CHENAULT  ST  AT  BARRINGTON  AV,CHENAULT  ST  AT  BARRINGTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24027
209,2211,37533,SUNSET  BL E/O LAS PALMAS AV,SUNSET  BL E/O LAS PALMAS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37533
210,2233,26519,WOLLAM  ST  AT  SCARBORO  ST,WOLLAM  ST  AT  SCARBORO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=26519
211,2243,32038,ALVARADO  ST  AT  BAXTER  ST,ALVARADO  ST  AT  BAXTER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32038
212,2249,31813,LEXINGTON AV E/O WESTERN AV,LEXINGTON AV E/O WESTERN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31813
213,2267,65616,MARCO  PL  AT  BEETHOVEN  ST,MARCO  PL  AT  BEETHOVEN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65616
214,2277,26379,FIGUEROA  ST  AT  HILLANDALE  DR,FIGUEROA  ST  AT  HILLANDALE  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=26379
215,1860,49198,VICTORY  BL  AT  LANGDON  AV,VICTORY  BL  AT  LANGDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=49198
216,1880,78180,NATIONAL  BL  W/O  OVERLAND  AV,NATIONAL  BL  W/O  OVERLAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=78180
217,1902,67175,PALISADES  DR  AT  PALISADES  CIR,PALISADES  DR  AT  PALISADES  CIR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67175
218,1937,78382,PICKFORD ST  AT  SIERRA BONITA AV,PICKFORD ST  AT  SIERRA BONITA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=78382
219,1939,78430,ROMAINE  ST  AT  LA BREA  AV,ROMAINE  ST  AT  LA BREA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=78430
220,2615,3965,CENTURY  BL  AT  MAIN  ST,CENTURY  BL  AT  MAIN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3965
221,2623,3371,87TH  PL  AT  CROCKER  ST,87TH  PL  AT  CROCKER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3371
222,2627,5441,NEPTUNE  AV  AT  SANDISON  ST,NEPTUNE  AV  AT  SANDISON  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5441
223,2636,4730,AINSWORTH  ST  AT  GARDENA  BL,AINSWORTH  ST  AT  GARDENA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=4730
224,2283,66575,OAKWOOD  AV  AT  PALMS  BL,OAKWOOD  AV  AT  PALMS  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66575
225,2285,75044,LAS COLINAS AV AT ELLENWOOD DR,LAS COLINAS AV AT ELLENWOOD DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75044
226,2287,45992,SEPULVEDA BL AT SHERMAN OAKS AV,SEPULVEDA BL AT SHERMAN OAKS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45992
227,2307,44888,MOORPARK  ST  AT  STROHM  AV,MOORPARK  ST  AT  STROHM  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=44888
228,2309,35213,SEPULVEDA BL AT MOUNTAINGATE DR,SEPULVEDA BL AT MOUNTAINGATE DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35213
229,2316,24250,WILSHIRE  BL  AT   WELLESLEY  AV,WILSHIRE  BL  AT   WELLESLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24250
230,2317,74176,OXNARD  ST  AT  OSO  AV,OXNARD  ST  AT  OSO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=74176
231,2339,46216,VENTURA BL AT LEMONA AV,VENTURA BL AT LEMONA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46216
232,2359,82000,AMALFI  DR  AT  CAPRI  DR,AMALFI  DR  AT  CAPRI  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82000
233,2373,82921,WYANDOTTE ST AT ORION AV,WYANDOTTE ST AT ORION AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82921
234,2434,58836,OSBORNE  ST  N/O  GARRICK  AV,OSBORNE  ST  N/O  GARRICK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58836
235,2449,82700,WESTERN  AV  AT  186TH  ST,WESTERN  AV  AT  186TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82700
236,2458,82776,EL DORADO AV AT COBALT ST,EL DORADO AV AT COBALT ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82776
237,2469,57512,EL  DORADO  AV  AT  GLAMIS  ST,EL  DORADO  AV  AT  GLAMIS  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57512
238,2471,68614,DEVONSHIRE  ST  AT  WOODMAN  AV,DEVONSHIRE  ST  AT  WOODMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68614
239,2473,82374,PALMS  BL  AT  SAWTELLE  BL,PALMS  BL  AT  SAWTELLE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82374
240,2489,82208,WOODLEY AV AT ROSCOE BL,WOODLEY AV AT ROSCOE BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82208
241,2526,118,TRASK AV N/O WATERVIEW ST,TRASK AV N/O WATERVIEW ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=118
242,2555,1324,57th ST E/O WESTERN AV,57th ST E/O WESTERN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=1324
243,2559,1485,HARVARD BL  AT  GAGE AV,HARVARD BL  AT  GAGE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=1485
244,2572,2186,MAIN  ST  AT  FLORENCE  AV,MAIN  ST  AT  FLORENCE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=2186
245,2590,2498,GAGE  AV  AT  MAIN  ST,GAGE  AV  AT  MAIN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=2498
246,2592,2549,MCKINLEY  AV  N/O  SLAUSON  AV,MCKINLEY  AV  N/O  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=2549
247,2602,3557,CENTURY  BL  AT  CENTRAL  AV,CENTURY  BL  AT  CENTRAL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3557
248,2775,11206,CARDIFF  AV  AT  ALCOTT  ST,CARDIFF  AV  AT  ALCOTT  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11206
249,2794,12830,WESTERN  AV  AT  OLYMPIC  BL,WESTERN  AV  AT  OLYMPIC  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12830
250,2797,15517,HILL  ST  AT  1ST  ST,HILL  ST  AT  1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15517
251,2799,15569,GEORGIA  ST  N/O  WASHINGTON  BL,GEORGIA  ST  N/O  WASHINGTON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15569
252,2801,17245,COMMERCIAL  ST  E/O  HEWITT  ST,COMMERCIAL  ST  E/O  HEWITT  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17245
253,2806,15716,TEMPLE  ST  AT  GRAND  AV,TEMPLE  ST  AT  GRAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15716
254,2829,11466,LIVONIA AV AT KINCARDINE AV,LIVONIA AV AT KINCARDINE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11466
255,2832,11489,8th ST AT COCHRAN AV,8th ST AT COCHRAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11489
256,2833,11505,9TH  ST  AT  BURNSIDE  AV,9TH  ST  AT  BURNSIDE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11505
257,2837,16000,EVERGREEN AV AT WINTER ST,EVERGREEN AV AT WINTER ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16000
258,2842,13157,WASHINGTON  BL  AT  VERMONT  AV,WASHINGTON  BL  AT  VERMONT  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13157
259,2846,14339,SPRING  ST  AT  6TH  ST,SPRING  ST  AT  6TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14339
260,2847,14374,OLYMPIC  BL   AT   WALL  ST,OLYMPIC  BL   AT   WALL  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14374
261,2860,14547,BEAUDRY  AV  AT  4TH  ST,BEAUDRY  AV  AT  4TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14547
262,2861,16443,CONCORD  ST  S/O  6TH  ST,CONCORD  ST  S/O  6TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16443
263,2866,13500,NORMANDIE  AV AT  ADAMS BL,NORMANDIE  AV AT  ADAMS BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13500
264,2880,14820,7TH  ST  AT  BROADWAY,7TH  ST  AT  BROADWAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14820
265,2884,12198,BEDFORD  ST  AT  CHALMERS  DR,BEDFORD  ST  AT  CHALMERS  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12198
266,2891,12302,STEARNS  DR  AT  SATURN  ST,STEARNS  DR  AT  SATURN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12302
267,2896,14930,12TH  ST  W/O  OLIVE  ST,12TH  ST  W/O  OLIVE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14930
268,2897,14966,OLIVE  ST  S/O  PICO  BL,OLIVE  ST  S/O  PICO  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14966
269,2908,15193,MAPLE  AV   AT   OLYMPIC  BL,MAPLE  AV   AT   OLYMPIC  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15193
270,2914,15270,OLYMPIC  BL  AT  FIGUEROA  ST,OLYMPIC  BL  AT  FIGUEROA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15270
271,2920,17290,ALMA ST AT 20th ST,ALMA ST AT 20th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17290
272,2927,15387,WINSTON ST AT LOS ANGELES ST,WINSTON ST AT LOS ANGELES ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15387
273,2946,17375,DODSON  AV  AT  14TH  ST,DODSON  AV  AT  14TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17375
274,2952,21889,LEVERING  AVE AT ROEBLING AV,LEVERING  AVE AT ROEBLING AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21889
275,2959,20325,OVERLAND  AV  AT  REGENT  ST,OVERLAND  AV  AT  REGENT  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20325
276,2965,20394,WOODBINE  ST  AT  GRANVILLE  AV,WOODBINE  ST  AT  GRANVILLE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20394
277,2968,19361,78TH  ST  AT  TRUXTON  AV,78TH  ST  AT  TRUXTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19361
278,2971,17687,HAMILTON AV E/O PATTON AV,HAMILTON AV E/O PATTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17687
279,2974,20565,CLOVER  AV  E/O  SEPULVEDA  BL,CLOVER  AV  E/O  SEPULVEDA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20565
280,2983,20725,VICTORIA AV AT MEIER ST,VICTORIA AV AT MEIER ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20725
281,3010,21387,ALAMEDA  ST  AT  PACIFIC  COAST HWY,ALAMEDA  ST  AT  PACIFIC  COAST HWY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21387
282,3011,22173,DALEHURST  AV   AT   WYTON  DR,DALEHURST  AV   AT   WYTON  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22173
283,3012,18636,RIVIERA  AV  AT  MARKET  ST,RIVIERA  AV  AT  MARKET  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=18636
284,3015,22707,ROMAINE  ST  AT  LA BREA  AV,ROMAINE  ST  AT  LA BREA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22707
285,3019,18828,GREENE  AV  AT  WESTLAWN  AV,GREENE  AV  AT  WESTLAWN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=18828
286,3024,22234,ANGELO  DR  AT  BROOKLAWN  DR,ANGELO  DR  AT  BROOKLAWN  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22234
287,3041,23640,EL HITO CIR  E/O  BIENVENEDA  AV,EL HITO CIR  E/O  BIENVENEDA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23640
288,3045,22402,ALTA VISTA BL AT WILLOUGHBY AV,ALTA VISTA BL AT WILLOUGHBY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22402
289,3048,22596,SWEETZER AV AT DREXEL AV,SWEETZER AV AT DREXEL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22596
290,3050,25363,MADERA  AV  E/O  GLENDALE  BL,MADERA  AV  E/O  GLENDALE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25363
291,3059,23101,GARDNER  ST  S/O  1ST  ST,GARDNER  ST  S/O  1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23101
292,3064,24369,BROCKTON  AV   AT   NEBRASKA  AV,BROCKTON  AV   AT   NEBRASKA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24369
293,3069,23858,TOYOPA  DR  AT  DRUMMOND  ST,TOYOPA  DR  AT  DRUMMOND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23858
294,3076,23930,SWARTHMORE  AV  AT  FRIENDS  ST,SWARTHMORE  AV  AT  FRIENDS  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23930
295,3078,23342,BEDFORD  ST  AT  CHALMERS  DR,BEDFORD  ST  AT  CHALMERS  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23342
296,3080,23980,ALMAR AV   AT   JUNALUSKA WAY,ALMAR AV   AT   JUNALUSKA WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23980
297,3081,24604,OHIO  AV  E/O  COTNER  AV,OHIO  AV  E/O  COTNER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24604
298,2663,6248,C  ST  AT  WILMINGTON  BL,C  ST  AT  WILMINGTON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6248
299,2664,5794,FRIES AV AT ANAHEIM ST,FRIES AV AT ANAHEIM ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5794
300,2681,6601,ANAHEIM  ST AT SCHLEY AV,ANAHEIM  ST AT SCHLEY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6601
301,2694,7344,103RD ST   AT   JUNIPER  ST,103RD ST   AT   JUNIPER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=7344
302,2726,11539,WHITWORTH  DR  W/O  SHERBOURNE,WHITWORTH  DR  W/O  SHERBOURNE,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11539
303,2734,8300,37TH  PL  W/O  WESTERN  AV,37TH  PL  W/O  WESTERN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=8300
