,ID,Segment ID,Roadway Name,From,To,Direction,Date,sum
312,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/17/2014,18494
313,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/17/2014,33866
314,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/17/2014,36875
315,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/17/2014,2018
316,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/17/2014,4580
317,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/17/2014,5311
318,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/17/2014,24462
319,162,176277,Grand Concourse,184 Street,187 Street,NB,09/17/2014,10345
320,162,176277,Grand Concourse,184 Street,187 Street,SB,09/17/2014,11430
321,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/17/2014,11269
322,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/17/2014,10717
323,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/17/2014,29660
324,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/17/2014,32984
325,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/17/2014,29116
326,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/17/2014,31770
327,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/17/2014,44380
328,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/17/2014,45366
329,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/17/2014,57366
330,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/17/2014,55903
331,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/17/2014,4455
332,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/17/2014,5995
333,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/17/2014,11275
334,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/17/2014,7626
335,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/17/2014,5609
336,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/17/2014,4753
337,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/17/2014,9323
338,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/17/2014,10510
339,236,261726,Park Avenue,138 Street,135 Street,NB,09/17/2014,3223
340,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/17/2014,5279
341,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/17/2014,6694
342,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/17/2014,6223
343,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/17/2014,8048
344,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/17/2014,3949
345,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/17/2014,2988
346,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/17/2014,7219
347,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/17/2014,5131
348,369,10335,AMBOY ROAD,DALE AVENUE,BISHOP STREET,NB,02/27/2016,4637
349,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/17/2014,13716
350,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/17/2014,8992
351,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/17/2014,2610
352,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/17/2014,4200
353,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/17/2014,17838
354,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/17/2014,18277
355,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/17/2014,22068
356,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/17/2014,17455
357,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/17/2014,7311
358,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/17/2014,4899
359,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/18/2014,8281
360,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/18/2014,6295
361,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/18/2014,5234
362,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/18/2014,5206
363,62,147673,Broadway,West 242 Street,240 Street,SB,09/18/2014,12806
364,62,158447,Broadway,West 242 Street,240 Street,NB,09/18/2014,12806
365,62,255653,Broadway,West 242 Street,240 Street,SB,09/18/2014,3801
366,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/18/2014,46336
367,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/18/2014,42442
368,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/18/2014,4138
369,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/18/2014,10129
370,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/18/2014,9883
371,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/18/2014,5006
372,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/18/2014,2818
373,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/18/2014,3755
374,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/18/2014,3762
375,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/18/2014,10769
376,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/18/2014,14113
377,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/18/2014,12640
378,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/18/2014,10425
379,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/18/2014,5929
380,369,10335,AMBOY ROAD,DALE AVENUE,BISHOP STREET,SB,02/27/2016,4163
381,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/18/2014,4460
382,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/18/2014,6563
383,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/18/2014,5086
384,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/18/2014,18390
385,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/18/2014,18710
386,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/18/2014,34618
387,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/18/2014,37264
388,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/18/2014,2053
389,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/18/2014,4783
390,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/18/2014,5500
391,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/18/2014,24791
392,162,176277,Grand Concourse,184 Street,187 Street,NB,09/18/2014,10793
393,162,176277,Grand Concourse,184 Street,187 Street,SB,09/18/2014,11977
394,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/18/2014,11791
395,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/18/2014,11472
396,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/18/2014,31346
397,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/18/2014,35363
398,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/18/2014,30212
399,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/18/2014,34026
400,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/18/2014,45298
401,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/18/2014,45941
402,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/18/2014,59972
403,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/18/2014,55917
404,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/18/2014,4626
405,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/18/2014,6239
406,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/18/2014,12928
407,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/18/2014,8156
408,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/18/2014,5963
409,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/18/2014,3762
410,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/18/2014,9456
411,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/18/2014,10765
412,236,261726,Park Avenue,138 Street,135 Street,NB,09/18/2014,3527
413,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/18/2014,4999
414,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/18/2014,6430
415,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/18/2014,6305
416,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/18/2014,8538
417,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/18/2014,4929
418,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/18/2014,3628
419,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/18/2014,7207
420,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/18/2014,5432
421,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/18/2014,13996
422,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/18/2014,9020
423,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/18/2014,2679
424,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/18/2014,4262
425,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/18/2014,18509
426,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/18/2014,18609
427,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/18/2014,22464
428,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/18/2014,17304
429,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/18/2014,7611
430,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/18/2014,4843
431,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/19/2014,8924
432,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/19/2014,7067
433,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/19/2014,4775
434,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/19/2014,4926
435,62,147673,Broadway,West 242 Street,240 Street,SB,09/19/2014,13367
436,62,158447,Broadway,West 242 Street,240 Street,NB,09/19/2014,13367
437,62,255653,Broadway,West 242 Street,240 Street,SB,09/19/2014,3897
438,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/19/2014,48811
439,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/19/2014,46197
440,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/19/2014,5377
441,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/19/2014,11268
442,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/19/2014,10535
443,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/19/2014,5064
444,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/19/2014,3393
445,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/19/2014,3825
446,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/19/2014,5018
447,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/19/2014,11473
448,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/19/2014,14612
449,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/19/2014,14045
450,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/19/2014,11014
451,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/19/2014,6281
452,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/19/2014,4738
453,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/19/2014,7011
454,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/19/2014,5480
455,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/19/2014,19205
456,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/19/2014,19938
457,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/19/2014,35908
458,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/19/2014,40009
459,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/19/2014,2132
460,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/19/2014,5830
461,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/19/2014,6020
462,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/19/2014,26270
463,162,176277,Grand Concourse,184 Street,187 Street,NB,09/19/2014,11954
464,162,176277,Grand Concourse,184 Street,187 Street,SB,09/19/2014,12812
465,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/19/2014,12541
466,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/19/2014,12551
467,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/19/2014,33213
468,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/19/2014,37003
469,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/19/2014,32172
470,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/19/2014,36138
471,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/19/2014,46662
472,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/19/2014,47576
473,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/19/2014,63033
474,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/19/2014,58613
475,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/19/2014,5293
476,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/19/2014,6977
477,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/19/2014,13618
478,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/19/2014,8774
479,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/19/2014,6183
480,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/19/2014,5018
481,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/19/2014,9886
482,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/19/2014,11072
483,236,261726,Park Avenue,138 Street,135 Street,NB,09/19/2014,4252
484,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/19/2014,5487
485,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/19/2014,6829
486,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/19/2014,6381
487,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/19/2014,9026
488,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/19/2014,5625
489,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/19/2014,3801
490,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/19/2014,7303
491,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/19/2014,5156
492,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/19/2014,14214
493,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/19/2014,9682
494,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/19/2014,2546
495,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/19/2014,4846
496,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/19/2014,18862
497,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/19/2014,19017
498,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/19/2014,24070
499,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/19/2014,17998
500,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/19/2014,8505
501,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/19/2014,5434
502,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/20/2014,8111
503,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/20/2014,6322
504,5,9017020,5 Avenue,101 Street,Gustave L Levy Place,SB,09/20/2014,15606
505,23,115284,79 Street Transverse,5 Avenue,East Drive,EB,09/20/2014,8405
506,23,115284,79 Street Transverse,5 Avenue,East Drive,WB,09/20/2014,23656
507,25,37480,86 Street Transverse,5 Avenue,East Drive,EB,09/20/2014,10745
508,25,115296,86 Street Transverse,5 Avenue,East Drive,WB,09/20/2014,11174
509,27,37708,97 Street Transverse,5 Avenue,East Drive,WB,09/20/2014,15966
510,27,117714,97 Street Transverse,5 Avenue,East Drive,EB,09/20/2014,12388
511,55,132816,Baychester Avenue,Bartow Avenue,Hutchinson River Parkway,NB,09/20/2014,4290
512,55,132816,Baychester Avenue,Bartow Avenue,Hutchinson River Parkway,SB,09/20/2014,2173
513,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/20/2014,4305
514,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/20/2014,4336
515,59,159082,Broadway,West 98 Street,West 99 Street,NB,09/20/2014,8472
516,59,159147,Broadway,West 98 Street,West 99 Street,SB,09/20/2014,11787
517,60,38915,St. Nicholas Avenue,West 147 Street,West 146 Street,SB,09/20/2014,5243
518,60,38915,St. Nicholas Avenue,West 146 Street,West 147 Street,NB,09/20/2014,8931
519,61,158944,Broadway,West 148 Street,West 149 Street,NB,09/20/2014,9929
520,61,158582,Broadway,West 149 Street,West 148 Street,SB,09/20/2014,11036
521,62,147673,Broadway,West 242 Street,240 Street,SB,09/20/2014,11579
522,62,158447,Broadway,West 242 Street,240 Street,NB,09/20/2014,11579
523,62,255653,Broadway,West 242 Street,240 Street,SB,09/20/2014,3449
524,68,144988,Broadway,120 Street,116 Street,NB,09/20/2014,9199
525,68,144993,Broadway,120 Street,116 Street,SB,09/20/2014,11337
526,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/20/2014,45260
527,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/20/2014,40726
528,73,9009550,Central Park West,100 Street,97 Street,NB,09/20/2014,9548
529,73,9009550,Central Park West,100 Street,97 Street,SB,09/20/2014,9238
530,74,9008113,Bronx River Avenue,174 Street,Cross Bronx Expressway,NB,09/20/2014,8610
531,74,9008115,Bronx River Avenue,174 Street,Cross Bronx Expressway,SB,09/20/2014,5093
532,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/20/2014,4174
533,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/20/2014,9986
534,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/20/2014,8582
535,99,70612,Donnellon Square,149 Street,150 Street,NB,09/20/2014,3787
536,100,174179,Dr. M L King Jr. Boulevard,Ogden Avenue,Edward L Grant Highway,NB,09/20/2014,7364
537,100,174179,Dr. M L King Jr. Boulevard,Ogden Avenue,Edward L Grant Highway,SB,09/20/2014,3492
538,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/20/2014,3616
539,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/20/2014,3089
540,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/20/2014,2543
541,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/20/2014,3494
542,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/20/2014,10862
543,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/20/2014,13467
